"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"605",604,1.79575749863443,624,786,25516871,1407,2136418,673104,0.00164615255091906,34619,34619,0,32104,2035,1,0,0.92735203212109,0.0587827493572894,6573.58,2148,1468.62,349.594,1197.12,163435,4,0,0,1029004506,11,22,1.95894290452055,0.916697211792367,-0.163185405886122,2.14709986380321
"606",605,1.76832683183069,317,2391,4728343,2389,897195,31700,4.09990153239329e-05,48801,48799,2,45327,2744,0.999959017233253,4.09827667465831e-05,0.928812934161185,0.056228355976312,7255.74,2163.27,1432.46,373.867,1369.75,157125,56679,0,0,6124471243,24,162,1.97668056017416,0.89459413294118,-0.208353728343472,2.10193154134586
"607",606,1.71465760920321,13145,1791,69945952,1791,144985,14764454,0.0161722266126905,33043,33043,0,30007,2734,1,0,0.908119722785461,0.0827406712465575,4863.62,1897.22,1406.11,327.825,834.374,75444,5,0,0,2832160944,5,55,1.78524406633492,0.960461172529408,-0.0705864571317139,2.23969881255762
"608",607,1.41524620507295,4759,2254,23441323,2253,139833,4746953,0.00812405111786407,33298,33298,0,27721,4485,1,0,0.832512463211004,0.134692774340801,3267.95,1509.09,1342.22,290.557,555.996,208682,0,0,0,1157292940,15,25,1.61232803121385,0.877765676509062,-0.1970818261409,2.11320344354843
"609",608,1.2289828818015,502,357,45539152,356,1620735,50200,0.000117736327075119,34584,34584,0,27494,5821,1,0,0.79499190377053,0.168314827665973,3573.48,1589.11,1371.33,296.635,505.625,186642,19,0,0,2692072773,11,39,1.52507668092927,0.805849894087061,-0.296093799127772,2.01419147056156
"610",609,1.77217005269265,169,250,17652500,250,3579047,82844,0.00021135741321304,52078,52078,0,48605,2722,1,0,0.933311571104881,0.0522677522178271,3930.13,2003.3,1506.85,317.533,526.13,161152,300257,0,0,5674868339,27,78,2.0360292077658,0.870405024610288,-0.263859155073144,2.04642611461619
"611",610,1.42442199688969,1625,65,95628465,65,806161,194900,0.000351991605254862,44420,44420,0,37126,6701,1,0,0.835794687077893,0.15085547050878,3718.73,1959.44,1384.14,358.73,562.594,187218,254628,0,0,5529236872,7,76,1.61655684834178,0.881145626490541,-0.192134851452087,2.11815041823724
"612",611,1.73483204122452,20805,2644,34167173,2643,60666,11168565,0.0149926266064574,46649,46649,0,42141,3662,1,0,0.9033634161504,0.0785011468627409,7466.32,1993.79,1443.58,359.591,1602.84,148355,78503,0,0,2070783490,11,46,1.75661320891901,0.987600475970522,-0.0217811676944895,2.28850410199484
"613",612,1.62349958298119,146,321,13518038,321,4362171,155133,0.000445102468106714,48101,48101,0,44087,3490,1,0,0.916550591463795,0.072555664123407,3687.8,1906.53,1417.75,318.479,476.937,126402,292710,0,0,3473129371,5,71,1.84881832754749,0.878128239422429,-0.225318744566293,2.08496652512304
"614",613,1.87708091700484,606,43,42671757,42,2380091,63766,0.000101174745000246,41937,41937,0,38540,2923,1,0,0.91899754393495,0.0696997877769034,9440.33,2106.71,1488.66,352.737,2092.43,148695,413775,0,0,2284472470,22,40,1.87072641828898,1.00339680813492,0.00635449871585525,2.31663976840519
"615",614,1.42467498575806,14157,30,141817970,30,1268048,86712984,0.0652472630490084,45936,45936,0,35230,9698,1,0,0.766936607453849,0.21111981887844,2624.32,1518.16,1374.67,344.44,516.166,95834,47954,0,0,737668748,3,25,1.40688410092822,1.01264559377571,0.017790884829844,2.32807615451918
"616",615,1.4084542361318,1712,37,58486256,35,613643,171200,0.000277683046011993,45101,45065,36,36303,7240,0.999201791534556,0.000798208465444225,0.804926720028381,0.160528591383783,4118.13,1879.78,1375.22,344.789,649.708,48546,168346,0,0,3489402865,25,103,1.55623632083178,0.905038789596563,-0.147782084699976,2.16250318498935
"617",616,1.70707291661303,32,36,41033850,34,16516761,3200,7.13707989971207e-06,43641,43607,34,39635,3371,0.999220916110997,0.00077908388900346,0.908205586489769,0.0772438761714901,4185.81,1969.07,1464.87,334.47,632.994,100369,11293,0,0,3398005995,14,56,1.78580574389952,0.955911874762725,-0.0787328272864873,2.23155244240284
"618",617,1.63195643621983,464,1090,5460973,1090,5460973,4631119,0.0040983440881703,84836,84836,0,76555,6715,1,0,0.902388137111604,0.0791527181856759,3819.11,1989.35,1380.28,370.816,598.783,259421,7684926,0,0,9361135024,21,249,1.75131653534835,0.931845502101207,-0.119360099128522,2.19092517056081
"619",618,1.59137187642761,898,211,141269392,210,6396877,66743,2.15966779038271e-05,101860,101860,0,88692,11309,1,0,0.870724523856273,0.111024936186923,5070.2,1708.13,1363.76,311.063,983.91,259038,84009,0,0,4092909335,39,90,1.65471041876299,0.961722279852005,-0.0633385423353809,2.24694672735395
"620",619,1.91836168374962,22,35,26527444,38,26032966,180295,0.000267328197210802,54484,54484,0,49382,4678,1,0,0.906357829821599,0.0858600690110858,4077.66,1939.59,1523.88,356.063,800.713,158538,1242528,0,0,8809118426,54,153,1.77407817742533,1.08132871942187,0.14428350632429,2.45456877601362
"621",620,1.53023611119852,163,1289,69013595,1289,12206888,16300,1.98041163431718e-05,39350,39350,0,32059,5631,1,0,0.814714104193138,0.143100381194409,10475.4,1541.83,1439.83,270.627,2275.23,148338,0,0,0,4779152548,21,207,1.58096827036903,0.967910703762157,-0.0507321591705017,2.25955311051883
"622",621,1.64237373047915,1565,166,137364012,165,2385424,850421,0.000509290705699889,52159,52159,0,44445,7159,1,0,0.852106060315574,0.137253398263004,4855.62,2007.87,1354.15,382.727,1000.88,168271,179,0,0,7199181484,11,127,1.63362158350598,1.00535751183844,0.00875214697316906,2.3190374166625
"623",622,1.40419087851305,12072,17084,62591986,17083,127564,98141466,0.115951018314505,39771,39771,0,33891,4688,1,0,0.852153579241156,0.117874833421337,8206.79,1624.46,1380.81,300.692,2097.17,88179,931633,0,0,3310472357,34,101,1.63366701824014,0.859533101198129,-0.229476139727092,2.08080912996224
"624",623,1.59225154715187,709,88,22298404,87,1659789,2378514,0.00361886532526356,55894,55894,0,51551,3459,1,0,0.922299352345511,0.0618849966007085,6210.77,2304.22,1372.02,352.082,1060.74,145914,82105,0,0,2834333514,12,54,1.90301362449363,0.836700024980401,-0.310762077341767,1.99952319234756
"625",624,1.44904853293167,4932,2420,142959281,2419,673655,11800417,0.00439560409023982,95420,95420,0,78294,14962,1,0,0.820519807168309,0.156801509117585,4000,1805.27,1298.92,348.966,724.062,312758,4,0,0,1251697052,2,23,1.59297811663238,0.909647482160656,-0.143929583700713,2.16635568598862
"626",625,1.41904902342774,238,1677,275237373,1677,11068168,23800,1.04533188124847e-05,54169,54169,0,45400,7633,1,0,0.838117742620318,0.140910853070945,4414.9,1953.6,1316.13,379.398,1107.17,179824,306384,0,0,8583634422,40,147,1.61933070315988,0.876318234847696,-0.200281679732135,2.1100035899572
"627",626,1.73577878565367,330,140,31927722,140,7311548,165000,0.000522780835512323,33187,33098,89,31719,1255,0.997318227016603,0.00268177298339711,0.955765811914304,0.0378160122939705,3623.83,1977.94,1463.5,339.945,473.919,170166,63202,0,0,4750078899,39,155,2.45851378140422,0.706027681757495,-0.722734995750546,1.58755027393879
"628",627,1.50882751746291,231,90,57907604,88,3204466,121850,0.000294304268742244,47931,47931,0,42171,4610,1,0,0.879827251674282,0.0961799253092988,3809.68,1945.64,1446.02,347.824,573.224,99906,83481,0,0,2332507265,8,39,1.67106938198592,0.90291135348899,-0.162241864523003,2.14804340516633
"629",628,1.37269001590129,840,3167,48209797,3164,1580367,85797,8.56354869329636e-05,120350,119766,584,106972,12404,0.995147486497715,0.004852513502285,0.888840880764437,0.103066057332779,2446.97,1833.54,1285.29,375.566,228.486,79662,782197,0,0,9697245891,33,371,1.69478159595723,0.809950980808225,-0.322091580055944,1.98819368963339
"630",629,1.46666938671741,63,246,151450279,244,23783150,6300,7.04117793515325e-06,40777,40673,104,33284,6901,0.997449542634328,0.00255045736567182,0.816244451529048,0.169237560389435,4766.06,1893.3,1370.96,367.618,928.679,64948,190535,0,0,7729147479,21,161,1.58431858027455,0.925741454388074,-0.11764919355714,2.19263607613219
"631",630,1.72324490519321,36,75,32337726,75,14585590,3600,1.03831946840351e-05,38931,38931,0,35890,2375,1,0,0.92188744188436,0.0610053684724256,6032.67,1818.19,1449.6,307.32,1038.91,163479,0,0,0,2315409115,26,75,1.8988084455288,0.907540151957409,-0.175563540335582,2.13472172935375
"632",631,1.85736767811423,0,11,32942340,9,0,0,0,40427,40304,123,37022,2958,0.996957478912608,0.00304252108739209,0.915774111361219,0.0731689217602098,4324.66,2015.23,1534.6,351.395,868.014,103416,215526,0,0,7826891830,34,147,1.84220964038646,1.00822818282755,0.0151580377277662,2.3254433074171
"633",632,1.1763871683991,31919,1764,361799021,1764,113670,3191900,0.0013089780522019,54112,54112,0,41230,7264,1,0,0.761938202247191,0.134240094618569,3623.55,1591.47,1320.19,306.849,585.751,177652,74383,0,0,949392071,2,17,1.38231787440362,0.851025071861008,-0.205930706004523,2.10435456368481
"634",633,1.48988461443731,3748,1556,53190533,1555,116070,613150,0.00190733649462498,46508,46508,0,39985,5198,1,0,0.859744560075686,0.111765717725983,2901,1671.3,1379.29,301.744,354.683,150089,35,0,0,1787825145,14,34,1.641170511358,0.907818294397997,-0.151285896920692,2.15899937276864
"635",634,1.3665532595203,826,1566,523395090,1566,8969346,10242498,0.00269818686019844,51089,51089,0,36711,13363,1,0,0.718569555090137,0.261563154495097,3115.38,1384.47,1304.62,345.382,891.717,219500,885087,0,0,5470881753,11,127,1.18029036645022,1.15781107629496,0.186262893070079,2.49654816275941
"636",635,1.82430273790801,239,1310,30457480,1309,10465369,23900,5.45154008208464e-05,35817,35686,131,33634,1782,0.996342518915599,0.00365748108440126,0.93905128849429,0.0497529106290309,4115.2,1870.96,1414.83,329.523,726.044,49771,168276,0,0,3784400030,14,108,2.12287086439127,0.859356434962015,-0.298568126483257,2.01171714320607
"637",636,1.57649245936151,225,948,129592444,946,11691474,22500,1.38773061353593e-05,49176,49128,48,43895,4675,0.999023914104441,0.000976085895558809,0.892610216365707,0.0950666992028632,2921.13,1558.72,1404.88,322.598,538.705,122135,139215,0,0,6852596386,16,28,1.70763742746909,0.923200928957176,-0.131144968107584,2.17914030158175
"638",637,1.57807405864489,79,289,57716579,287,17043680,7900,1.05187231634584e-05,50451,50441,10,45542,4232,0.999801787873382,0.000198212126617906,0.90269766704327,0.083883371984698,3289.42,1741.18,1394.85,322.665,506.628,152696,63828,0,0,4352055449,19,104,1.75297737337498,0.900225001539322,-0.174903314730093,2.13538195495924
"639",638,1.55040695675841,2496,49,31692477,48,901270,1371009,0.00263536564317432,36036,36036,0,31558,4033,1,0,0.875735375735376,0.111915861915862,4900.43,2004.02,1403.63,373.999,919.19,116971,237409,0,0,2376449950,4,33,1.66294689085183,0.932324998042621,-0.112539934093415,2.19774533559592
"640",639,1.61442048111986,3080,20,61987056,18,1287207,33988658,0.0597057380932515,36413,36224,164,30475,5306,0.994809546041249,0.00450388597478922,0.8369263724494,0.145717188916046,5221.04,1975.91,1395.97,363.725,1033.38,104861,3077,0,0,8869904911,10,107,1.61792912455741,0.997831398554921,-0.00350864343755086,2.30677662625178
"641",640,1.55811768147198,695,173,60279590,171,1012308,2248997,0.0042305055317517,49187,49187,0,42171,6183,1,0,0.857360684733771,0.125703946164637,3771.04,1753.31,1363.43,356.843,648.29,143206,81767,0,0,7188523206,17,139,1.63873207690084,0.950806848437779,-0.0806143954288561,2.22967087426048
"642",641,1.45836633602381,53,18,76975026,17,23500774,5300,6.87699690067633e-06,39959,39953,6,33318,6104,0.999849846092245,0.000150153907755449,0.83380464976601,0.152756575489877,3472.99,1849.58,1395.02,371.162,530.629,133771,147804,0,0,7982219354,26,134,1.61403928237877,0.903550707808346,-0.155672946354958,2.15461232333437
"643",642,1.55810657486116,15111,14905,69906897,14905,73585,1511100,0.00123925957403594,44311,44311,0,38113,5446,1,0,0.86012502538873,0.122904019318002,4954.33,1724.32,1325.64,330.335,985.17,169565,10,0,0,8462490246,11,140,1.64157056679325,0.949156013381057,-0.0834639919320856,2.22682127775725
"644",643,1.28674691918042,3486,1888,174244307,1888,604666,348601,0.000171303641126777,67148,67148,0,48815,16957,1,0,0.726976231607792,0.252531720974564,3171.77,1868.22,1337.09,373.728,502.49,200154,30,0,0,5442540546,10,51,1.21212975916469,1.06155872294328,0.0746171600157282,2.38490242970506
"645",644,1.87681794320498,589,510,112642085,510,4952199,57004,3.81444378445071e-05,36577,36577,0,33110,3078,1,0,0.905213658856659,0.0841512425841376,13126.5,1948.76,1432.61,339.543,2946.46,142098,5,0,0,472127086,4,8,1.76718544290136,1.06203791500434,0.109632500303626,2.41991776999296
"646",645,1.86959232639323,72,127,92164922,127,44871976,6018,3.27318023957571e-06,48288,48288,0,43120,4433,1,0,0.89297548045063,0.0918033465871438,10609.5,1696.71,1431.16,330.749,2932.22,145173,0,0,0,6799295044,64,135,1.70898989679035,1.09397506088509,0.160602429602879,2.47088769929221
"647",646,1.70808888334184,1427,755,101662298,754,3231751,156175886,0.0832205092810606,58025,58008,17,52826,4393,0.999707022834985,0.00029297716501508,0.910400689358035,0.0757087462300732,4336.5,1864,1458.46,338.785,782.998,162942,484554,0,0,7786075474,28,130,1.80073616367136,0.948550330582223,-0.092647280329528,2.2176379893598
"648",647,1.77147739626788,5,13,42050137,13,35672969,495,9.29169692779952e-07,49606,49606,0,44646,4450,1,0,0.900012095311051,0.0897068902955288,5838.68,1900.49,1443.12,351.253,1180.43,142485,0,0,0,8209545045,31,141,1.73917478613226,1.01857352716541,0.0323026101356221,2.34258787982495
"649",648,1.60582854087305,3031,2699,754841075,2698,8537601,1512293,0.000167165817138793,60829,60829,0,46429,13391,1,0,0.763270808331552,0.220141708724457,16525.3,1813.96,1426.82,392.058,6239.42,299224,421557,0,0,4224405332,12,77,1.38893192881678,1.15616072145525,0.216896612056265,2.5271818817456
"650",649,1.7672045539563,0,21,26899771,19,0,0,0,40633,40181,452,36967,2911,0.988876036718923,0.011123963281077,0.909777766839761,0.0716412767947235,6306.07,2186.58,1537.49,361.163,1089.87,59498,705247,0,0,6952401478,121,301,1.79638604833266,0.983755443656756,-0.0291814943763573,2.28110377531297
"651",650,1.76627476152337,0,14,32197620,12,0,0,0,41232,41195,37,37758,2884,0.999102638727202,0.000897361272797827,0.915745052386496,0.0699456732634847,3647.47,2047.39,1495.32,362.546,521.259,77329,3107,0,0,11328757472,59,204,1.84196545383617,0.958907648264974,-0.0756906923128027,2.23459457737653
"652",651,1.5167273294083,0,15,31111469,12,0,0,0,42934,38094,4840,40414,1984,0.887268831229329,0.112731168770671,0.941305259235105,0.046210462570457,3513.08,1912.76,1415.16,357.494,514.504,189815,1375779,0,0,9277853082,30,180,2.16063695565698,0.701981573275049,-0.643909626248682,1.66637564344065
"653",652,1.77688169816415,219,1085,44888720,1085,44830321,219000,0.000142788771252986,152226,152213,13,144913,6266,0.999914600659546,8.53993404543245e-05,0.951959586404425,0.0411624820989844,4328.34,1899.93,1440.84,340.04,773.91,232661,227092,0,0,9525751478,40,214,2.37014062945077,0.749694628278621,-0.593258931286618,1.71702633840271
"654",653,1.40107553071519,14532,12,36653616,11,54257,1762661,0.00476473696794116,36029,36029,0,30198,4451,1,0,0.838158150378861,0.1235393710622,4665.6,1791.32,1426.78,314.824,728.068,167438,123778,0,0,669032913,9,15,1.61937750119137,0.86519389684272,-0.218301970476182,2.09198329921315
"655",654,1.84646610881397,708,687,226353449,695,47037903,3807886,0.00174450724259911,57578,37399,20179,54913,1752,0.649536281218521,0.350463718781479,0.95371496057522,0.0304282885824447,4389.75,2092,1372.76,384,804.346,94857,145150049,0,0,9499842920,258,360,2.40995599816011,0.766182498860417,-0.563489889346148,1.74679538034318
"656",655,1.53833654618011,3704,692,24375383,1699,115247,3911133,0.0171724033100559,33326,33326,0,29704,2715,1,0,0.891316089539699,0.0814679229430475,3368.81,1882.75,1481.2,321.969,406.3,147951,980533,0,0,686659276,4,10,1.70300136782927,0.903309049094276,-0.16466482164916,2.14562044804017
"657",656,1.33580358562682,162,291,610333535,290,69630691,1325794,0.000313744376917402,40284,40284,0,36991,2185,1,0,0.918255386754046,0.0542398967331943,3017.61,1485.59,1355.39,356.336,702.975,246139,3579002,0,0,9342593156,17,1304,1.86390512237758,0.716669303383253,-0.528101536750763,1.78218373293857
"658",657,1.2452040202014,856,1115,61894379,1114,1916592,307335,0.000469908698116801,36777,36777,0,27723,7545,1,0,0.753813524757321,0.205155396035566,2917.39,1498.21,1332.48,282.89,392.981,148369,2,0,0,1957303183,11,54,1.34132053085308,0.928341877693808,-0.0961165106516761,2.21416875903765
"659",658,1.72241250863628,101,34,36902754,32,8322097,39700,6.18836179270512e-05,59561,59561,0,55874,2976,1,0,0.938097076946324,0.0499655815046759,4803.12,1893.45,1455.98,337.216,1032.72,182284,10,0,0,8672375350,63,235,2.10752200987028,0.8172690489445,-0.385109501233993,1.92517576845534
"660",659,1.90595788763748,119,96,68065914,95,15951894,22627,2.86654092129118e-05,53760,53760,0,45719,7110,1,0,0.850427827380952,0.132254464285714,6373.92,2052.97,1579.08,354.964,1992.18,167976,141626,0,0,7373136844,20,144,1.63201741456373,1.16785389091389,0.273940473073743,2.58422574276307
"661",660,1.34792366383559,8,147,28859254,147,18728460,3400,1.43475690673196e-05,25318,25318,0,22077,2310,1,0,0.871988308713168,0.0912394343945019,3698.23,1748.76,1433.03,298.995,522.732,0,0,0,0,0,0,0,1.65663298569223,0.813652556406365,-0.308709321856638,2.00157594783269
"662",661,1.39860418228058,15,63,56051264,63,35553452,3000,6.6200469426646e-06,33382,33382,0,28702,4198,1,0,0.859804685159667,0.125756395662333,2990.25,1671.27,1437.94,322.045,460.95,124890,11,0,0,7382371857,7,152,1.64123351014835,0.85216647943909,-0.24262932786777,2.06765594182156
"663",662,1.51818772414765,38,105,80040668,105,44229464,13900,1.46887117741401e-05,36107,36107,0,32890,2723,1,0,0.910903702883097,0.075414739524192,4929.23,1803.19,1409.98,317.36,921.064,80759,931958,0,0,2113738628,8,45,1.80431575650442,0.841420199693264,-0.286128032356767,2.02415723733256
"664",663,1.62384841629776,277,21,22490379,21,3535101,55400,0.000134067458016213,44423,44423,0,42195,1778,1,0,0.949845800598789,0.0400243117304099,3558.04,1972.69,1495.82,332.216,461.447,109745,51495,0,0,6100013876,63,192,2.32427185342206,0.698648229942182,-0.700423437124303,1.60986183256503
"665",664,1.55566821627653,59,37,35123032,37,30881264,11626,1.36990826419796e-05,55965,55965,0,51590,3536,1,0,0.921826141338337,0.0631823461091754,3940.56,1921.92,1412.17,336.303,576.659,265523,268366,0,0,3398549164,12,58,1.89818703265803,0.819554759099862,-0.342518816381497,1.96776645330783
